week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2024-02-26,BEV-003,STR-016,149,63,43,169,0
2024-02-26,BEV-003,STR-017,229,63,81,211,0
2024-02-26,BEV-003,STR-018,182,49,85,146,0
2024-02-26,BEV-003,STR-019,288,87,67,308,0
2024-02-26,BEV-003,STR-020,157,80,87,150,0
2024-02-26,BEV-003,STR-021,122,80,55,147,0
2024-02-26,BEV-003,STR-022,303,82,41,344,0
2024-02-26,BEV-003,STR-023,323,81,118,286,0
2024-02-26,BEV-003,STR-024,218,76,127,167,0
2024-02-26,BEV-003,STR-025,175,53,183,45,0
2024-02-26,BEV-003,STR-026,275,49,180,144,0
2024-02-26,BEV-003,STR-027,227,95,238,84,0
2024-02-26,BEV-003,STR-028,170,65,164,71,0
2024-02-26,BEV-003,STR-029,247,45,93,199,0
2024-02-26,BEV-003,STR-030,151,97,130,118,0
2024-02-26,BEV-004,STR-001,243,50,40,253,0
2024-02-26,BEV-004,STR-002,188,45,67,166,0
2024-02-26,BEV-004,STR-003,95,48,66,77,0
2024-02-26,BEV-004,STR-004,254,80,31,303,0
2024-02-26,BEV-004,STR-005,237,30,84,183,0
2024-02-26,BEV-004,STR-006,208,48,88,168,0
2024-02-26,BEV-004,STR-007,193,32,38,187,0
2024-02-26,BEV-004,STR-008,226,88,87,227,0
2024-02-26,BEV-004,STR-009,100,51,63,88,0
2024-02-26,BEV-004,STR-010,94,34,71,57,0
2024-02-26,BEV-004,STR-011,114,83,60,137,0
2024-02-26,BEV-004,STR-012,196,76,81,191,0
2024-02-26,BEV-004,STR-013,160,50,49,161,0
2024-02-26,BEV-004,STR-014,178,55,78,155,0
2024-02-26,BEV-004,STR-015,232,79,35,276,0
2024-02-26,BEV-004,STR-016,216,69,50,235,0
2024-02-26,BEV-004,STR-017,190,49,33,206,0
2024-02-26,BEV-004,STR-018,206,61,74,193,0
2024-02-26,BEV-004,STR-019,254,88,84,258,0
2024-02-26,BEV-004,STR-020,185,90,37,238,0
2024-02-26,BEV-004,STR-021,116,31,69,78,0
2024-02-26,BEV-004,STR-022,102,82,44,140,0
2024-02-26,BEV-004,STR-023,125,36,30,131,0
2024-02-26,BEV-004,STR-024,266,76,50,292,0
2024-02-26,BEV-004,STR-025,147,40,57,130,0
2024-02-26,BEV-004,STR-026,138,76,35,179,0
2024-02-26,BEV-004,STR-027,184,82,87,179,0
2024-02-26,BEV-004,STR-028,227,30,87,170,0
2024-02-26,BEV-004,STR-029,266,85,89,262,0
2024-02-26,BEV-004,STR-030,156,86,33,209,0
2024-02-26,BEV-005,STR-001,101,37,80,58,0
2024-02-26,BEV-005,STR-002,167,34,33,168,0
2024-02-26,BEV-005,STR-003,174,74,46,202,0
2024-02-26,BEV-005,STR-004,187,47,69,165,0
2024-02-26,BEV-005,STR-005,133,89,74,148,0
2024-02-26,BEV-005,STR-006,239,59,38,260,0
2024-02-26,BEV-005,STR-007,122,50,37,135,0
2024-02-26,BEV-005,STR-008,127,78,85,120,0
2024-02-26,BEV-005,STR-009,195,70,67,198,0
2024-02-26,BEV-005,STR-010,261,37,58,240,0
2024-02-26,BEV-005,STR-011,225,45,63,207,0
2024-02-26,BEV-005,STR-012,212,72,66,218,0
2024-02-26,BEV-005,STR-013,161,50,61,150,0
2024-02-26,BEV-005,STR-014,213,44,79,178,0
2024-02-26,BEV-005,STR-015,157,79,35,201,0
2024-02-26,BEV-005,STR-016,111,52,48,115,0
2024-02-26,BEV-005,STR-017,152,72,65,159,0
2024-02-26,BEV-005,STR-018,142,74,71,145,0
2024-02-26,BEV-005,STR-019,109,61,34,136,0
2024-02-26,BEV-005,STR-020,144,30,33,141,0
2024-02-26,BEV-005,STR-021,145,59,72,132,0
2024-02-26,BEV-005,STR-022,188,42,82,148,0
2024-02-26,BEV-005,STR-023,116,51,61,106,0
2024-02-26,BEV-005,STR-024,241,78,43,276,0
2024-02-26,BEV-005,STR-025,221,84,63,242,0
2024-02-26,BEV-005,STR-026,169,75,50,194,0
2024-02-26,BEV-005,STR-027,257,39,59,237,0
2024-02-26,BEV-005,STR-028,219,36,84,171,0
2024-02-26,BEV-005,STR-029,123,44,88,79,0
2024-02-26,BEV-005,STR-030,183,54,88,149,0
2024-02-26,BEV-006,STR-001,412,75,107,380,0
2024-02-26,BEV-006,STR-002,354,74,149,279,0
2024-02-26,BEV-006,STR-003,292,104,58,338,0
2024-02-26,BEV-006,STR-004,307,123,71,359,0
2024-02-26,BEV-006,STR-005,202,68,132,138,0
2024-02-26,BEV-006,STR-006,204,145,109,240,0
2024-02-26,BEV-006,STR-007,273,52,64,261,0
2024-02-26,BEV-006,STR-008,245,84,108,221,0
2024-02-26,BEV-006,STR-009,393,134,53,474,0
2024-02-26,BEV-006,STR-010,381,95,117,359,0
2024-02-26,BEV-006,STR-011,210,120,83,247,0
2024-02-26,BEV-006,STR-012,331,105,60,376,0
2024-02-26,BEV-006,STR-013,227,100,77,250,0
2024-02-26,BEV-006,STR-014,370,115,114,371,0
2024-02-26,BEV-006,STR-015,177,106,92,191,0
2024-02-26,BEV-006,STR-016,339,62,84,317,0
2024-02-26,BEV-006,STR-017,345,143,56,432,0
2024-02-26,BEV-006,STR-018,249,87,104,232,0
2024-02-26,BEV-006,STR-019,356,72,74,354,0
2024-02-26,BEV-006,STR-020,291,117,126,282,0
2024-02-26,BEV-006,STR-021,402,116,127,391,0
2024-02-26,BEV-006,STR-022,205,137,105,237,0
2024-02-26,BEV-006,STR-023,277,64,56,285,0
2024-02-26,BEV-006,STR-024,208,56,78,186,0
2024-02-26,BEV-006,STR-025,444,84,54,474,0
2024-02-26,BEV-006,STR-026,183,118,80,221,0
2024-02-26,BEV-006,STR-027,291,78,62,307,0
2024-02-26,BEV-006,STR-028,357,100,129,328,0
2024-02-26,BEV-006,STR-029,201,78,100,179,0
2024-02-26,BEV-006,STR-030,287,113,143,257,0
2024-02-26,BEV-007,STR-001,237,150,76,311,0
2024-02-26,BEV-007,STR-002,327,131,76,382,0
2024-02-26,BEV-007,STR-003,297,143,86,354,0
2024-02-26,BEV-007,STR-004,198,73,50,221,0
2024-02-26,BEV-007,STR-005,394,144,114,424,0
2024-02-26,BEV-007,STR-006,272,71,89,254,0
2024-02-26,BEV-007,STR-007,185,71,90,166,0
2024-02-26,BEV-007,STR-008,383,68,121,330,0
2024-02-26,BEV-007,STR-009,369,92,98,363,0
2024-02-26,BEV-007,STR-010,285,59,80,264,0
2024-02-26,BEV-007,STR-011,154,126,137,143,0
2024-02-26,BEV-007,STR-012,448,50,206,292,0
2024-02-26,BEV-007,STR-013,391,64,235,220,0
2024-02-26,BEV-007,STR-014,440,137,113,464,0
2024-02-26,BEV-007,STR-015,266,117,87,296,0
2024-02-26,BEV-007,STR-016,235,146,114,267,0
2024-02-26,BEV-007,STR-017,198,62,68,192,0
2024-02-26,BEV-007,STR-018,321,107,88,340,0
2024-02-26,BEV-007,STR-019,329,119,112,336,0
2024-02-26,BEV-007,STR-020,399,82,82,399,0
2024-02-26,BEV-007,STR-021,384,51,96,339,0
2024-02-26,BEV-007,STR-022,304,140,95,349,0
2024-02-26,BEV-007,STR-023,415,149,92,472,0
2024-02-26,BEV-007,STR-024,397,64,134,327,0
2024-02-26,BEV-007,STR-025,415,143,84,474,0
2024-02-26,BEV-007,STR-026,160,68,131,97,0
2024-02-26,BEV-007,STR-027,262,134,102,294,0
2024-02-26,BEV-007,STR-028,332,113,68,377,0
2024-02-26,BEV-007,STR-029,275,123,53,345,0
2024-02-26,BEV-007,STR-030,370,96,144,322,0
2024-02-26,BEV-008,STR-001,119,44,65,98,0
2024-02-26,BEV-008,STR-002,140,60,89,111,0
2024-02-26,BEV-008,STR-003,185,53,115,123,0
2024-02-26,BEV-008,STR-004,159,41,49,151,0
2024-02-26,BEV-008,STR-005,140,39,84,95,0
2024-02-26,BEV-008,STR-006,203,64,45,222,0
2024-02-26,BEV-008,STR-007,101,47,84,64,0
2024-02-26,BEV-008,STR-008,186,56,70,172,0
2024-02-26,BEV-008,STR-009,158,38,70,126,0
2024-02-26,BEV-008,STR-010,72,51,27,96,0
2024-02-26,BEV-008,STR-011,107,49,63,93,0
2024-02-26,BEV-008,STR-012,108,53,63,98,0
2024-02-26,BEV-008,STR-013,111,39,38,112,0
2024-02-26,BEV-008,STR-014,143,24,51,116,0
2024-02-26,BEV-008,STR-015,73,49,38,84,0
2024-02-26,BEV-008,STR-016,125,38,22,141,0
2024-02-26,BEV-008,STR-017,101,23,57,67,0
2024-02-26,BEV-008,STR-018,148,20,51,117,0
2024-02-26,BEV-008,STR-019,160,62,47,175,0
2024-02-26,BEV-008,STR-020,82,36,20,98,0
2024-02-26,BEV-008,STR-021,159,38,28,169,0
2024-02-26,BEV-008,STR-022,198,62,70,190,0
2024-02-26,BEV-008,STR-023,109,25,69,65,0
2024-02-26,BEV-008,STR-024,139,29,65,103,0
2024-02-26,BEV-008,STR-025,120,47,66,101,0
2024-02-26,BEV-008,STR-026,90,38,57,71,0
2024-02-26,BEV-008,STR-027,78,50,34,94,0
2024-02-26,BEV-008,STR-028,133,63,42,154,0
2024-02-26,BEV-008,STR-029,168,47,60,155,0
2024-02-26,BEV-008,STR-030,95,36,45,86,0
2024-02-26,BEV-009,STR-001,114,56,73,97,0
2024-02-26,BEV-009,STR-002,152,57,91,118,0
2024-02-26,BEV-009,STR-003,121,36,54,103,0
2024-02-26,BEV-009,STR-004,121,39,48,112,0
2024-02-26,BEV-009,STR-005,188,54,57,185,0
2024-02-26,BEV-009,STR-006,181,26,52,155,0
2024-02-26,BEV-009,STR-007,150,52,50,152,0
2024-02-26,BEV-009,STR-008,189,42,124,107,0
2024-02-26,BEV-009,STR-009,175,49,83,141,0
2024-02-26,BEV-009,STR-010,76,69,44,101,0
2024-02-26,BEV-009,STR-011,105,59,67,97,0
2024-02-26,BEV-009,STR-012,201,43,79,165,0
2024-02-26,BEV-009,STR-013,145,23,53,115,0
2024-02-26,BEV-009,STR-014,102,45,141,6,0
2024-02-26,BEV-009,STR-015,71,49,62,58,0
2024-02-26,BEV-009,STR-016,202,49,68,183,0
2024-02-26,BEV-009,STR-017,91,23,23,91,0
2024-02-26,BEV-009,STR-018,97,41,37,101,0
2024-02-26,BEV-009,STR-019,94,38,58,74,0
2024-02-26,BEV-009,STR-020,193,64,56,201,0
2024-02-26,BEV-009,STR-021,85,27,41,71,0
2024-02-26,BEV-009,STR-022,200,67,67,200,0
2024-02-26,BEV-009,STR-023,122,53,93,82,0
2024-02-26,BEV-009,STR-024,196,28,53,171,0
2024-02-26,BEV-009,STR-025,109,39,71,77,0
2024-02-26,BEV-009,STR-026,71,51,98,24,0
2024-02-26,BEV-009,STR-027,99,24,115,8,0
2024-02-26,BEV-009,STR-028,100,53,30,123,0
2024-02-26,BEV-009,STR-029,96,50,41,105,0
2024-02-26,BEV-009,STR-030,183,45,43,185,0
2024-02-26,BEV-010,STR-001,101,39,23,117,0
2024-02-26,BEV-010,STR-002,193,31,45,179,0
2024-02-26,BEV-010,STR-003,209,36,35,210,0
2024-02-26,BEV-010,STR-004,182,62,59,185,0
2024-02-26,BEV-010,STR-005,101,47,59,89,0
2024-02-26,BEV-010,STR-006,75,31,29,77,0
2024-02-26,BEV-010,STR-007,131,30,29,132,0
2024-02-26,BEV-010,STR-008,209,32,52,189,0
2024-02-26,BEV-010,STR-009,192,38,50,180,0
2024-02-26,BEV-010,STR-010,95,57,38,114,0
2024-02-26,BEV-010,STR-011,164,62,51,175,0
2024-02-26,BEV-010,STR-012,170,44,37,177,0
2024-02-26,BEV-010,STR-013,97,49,64,82,0
2024-02-26,BEV-010,STR-014,178,29,46,161,0
2024-02-26,BEV-010,STR-015,142,49,21,170,0
2024-02-26,BEV-010,STR-016,169,20,27,162,0
2024-02-26,BEV-010,STR-017,147,22,57,112,0
2024-02-26,BEV-010,STR-018,183,22,61,144,0
2024-02-26,BEV-010,STR-019,105,49,42,112,0
2024-02-26,BEV-010,STR-020,187,37,66,158,0
2024-02-26,BEV-010,STR-021,110,42,20,132,0
2024-02-26,BEV-010,STR-022,198,33,52,179,0
2024-02-26,BEV-010,STR-023,204,44,89,159,0
2024-02-26,BEV-010,STR-024,108,42,75,75,0
2024-02-26,BEV-010,STR-025,156,49,120,85,0
2024-02-26,BEV-010,STR-026,105,37,135,7,0
2024-02-26,BEV-010,STR-027,147,45,140,52,0
2024-02-26,BEV-010,STR-028,193,44,51,186,0
2024-02-26,BEV-010,STR-029,116,56,94,78,0
2024-02-26,BEV-010,STR-030,204,36,139,101,0
2024-02-26,BEV-011,STR-001,162,62,33,191,0
2024-02-26,BEV-011,STR-002,169,62,62,169,0
2024-02-26,BEV-011,STR-003,183,29,64,148,0
2024-02-26,BEV-011,STR-004,87,79,27,139,0
2024-02-26,BEV-011,STR-005,120,39,71,88,0
2024-02-26,BEV-011,STR-006,107,56,31,132,0
2024-02-26,BEV-011,STR-007,201,45,68,178,0
2024-02-26,BEV-011,STR-008,139,74,73,140,0
2024-02-26,BEV-011,STR-009,140,31,76,95,0
2024-02-26,BEV-011,STR-010,178,73,36,215,0
2024-02-26,BEV-011,STR-011,96,28,51,73,0
2024-02-26,BEV-011,STR-012,144,32,64,112,0
2024-02-26,BEV-011,STR-013,98,53,27,124,0
2024-02-26,BEV-011,STR-014,175,63,73,165,0
2024-02-26,BEV-011,STR-015,87,36,65,58,0
2024-02-26,BEV-011,STR-016,107,69,45,131,0
2024-02-26,BEV-011,STR-017,176,33,53,156,0
2024-02-26,BEV-011,STR-018,226,60,65,221,0
2024-02-26,BEV-011,STR-019,130,41,37,134,0
2024-02-26,BEV-011,STR-020,192,68,56,204,0
2024-02-26,BEV-011,STR-021,137,37,43,131,0
2024-02-26,BEV-011,STR-022,121,52,72,101,0
2024-02-26,BEV-011,STR-023,129,30,140,19,0
2024-02-26,BEV-011,STR-024,104,38,88,54,0
2024-02-26,BEV-011,STR-025,81,48,55,74,0
2024-02-26,BEV-011,STR-026,219,80,127,172,0
2024-02-26,BEV-011,STR-027,215,56,48,223,0
2024-02-26,BEV-011,STR-028,226,77,76,227,0
2024-02-26,BEV-011,STR-029,171,64,99,136,0
2024-02-26,BEV-011,STR-030,97,53,124,26,0
2024-02-26,BEV-012,STR-001,240,49,52,237,0
2024-02-26,BEV-012,STR-002,98,61,80,79,0
2024-02-26,BEV-012,STR-003,112,75,30,157,0
2024-02-26,BEV-012,STR-004,156,31,58,129,0
2024-02-26,BEV-012,STR-005,207,39,32,214,0
2024-02-26,BEV-012,STR-006,233,59,28,264,0
2024-02-26,BEV-012,STR-007,85,39,46,78,0
2024-02-26,BEV-012,STR-008,154,78,77,155,0
2024-02-26,BEV-012,STR-009,179,70,41,208,0
2024-02-26,BEV-012,STR-010,97,80,47,130,0
2024-02-26,BEV-012,STR-011,120,43,80,83,0
2024-02-26,BEV-012,STR-012,216,61,29,248,0
2024-02-26,BEV-012,STR-013,212,64,40,236,0
2024-02-26,BEV-012,STR-014,159,50,57,152,0
2024-02-26,BEV-012,STR-015,94,59,64,89,0
2024-02-26,BEV-012,STR-016,108,62,69,101,0
2024-02-26,BEV-012,STR-017,147,66,55,158,0
2024-02-26,BEV-012,STR-018,88,46,26,108,0
2024-02-26,BEV-012,STR-019,146,37,51,132,0
2024-02-26,BEV-012,STR-020,95,33,46,82,0
2024-02-26,BEV-012,STR-021,220,77,38,259,0
2024-02-26,BEV-012,STR-022,164,73,71,166,0
2024-02-26,BEV-012,STR-023,95,40,67,68,0
2024-02-26,BEV-012,STR-024,98,76,56,118,0
2024-02-26,BEV-012,STR-025,236,69,61,244,0
2024-02-26,BEV-012,STR-026,89,47,78,58,0
2024-02-26,BEV-012,STR-027,186,63,29,220,0
2024-02-26,BEV-012,STR-028,236,30,72,194,0
2024-02-26,BEV-012,STR-029,202,33,60,175,0
2024-02-26,BEV-012,STR-030,90,31,42,79,0
2024-02-26,BEV-013,STR-001,217,62,32,247,0
2024-02-26,BEV-013,STR-002,256,52,44,264,0
2024-02-26,BEV-013,STR-003,212,49,57,204,0
2024-02-26,BEV-013,STR-004,148,31,80,99,0
2024-02-26,BEV-013,STR-005,104,31,89,46,0
2024-02-26,BEV-013,STR-006,140,64,79,125,0
2024-02-26,BEV-013,STR-007,187,73,68,192,0
2024-02-26,BEV-013,STR-008,231,60,145,146,0
2024-02-26,BEV-013,STR-009,186,74,56,204,0
2024-02-26,BEV-013,STR-010,199,65,66,198,0
2024-02-26,BEV-013,STR-011,120,87,56,151,0
2024-02-26,BEV-013,STR-012,184,52,150,86,0
2024-02-26,BEV-013,STR-013,104,45,70,79,0
2024-02-26,BEV-013,STR-014,92,44,64,72,0
2024-02-26,BEV-013,STR-015,227,66,111,182,0
2024-02-26,BEV-013,STR-016,93,85,70,108,0
2024-02-26,BEV-013,STR-017,104,34,121,17,0
2024-02-26,BEV-013,STR-018,136,48,49,135,0
2024-02-26,BEV-013,STR-019,244,71,52,263,0
2024-02-26,BEV-013,STR-020,164,38,137,65,0
2024-02-26,BEV-013,STR-021,258,37,116,179,0
2024-02-26,BEV-013,STR-022,154,90,105,139,0
2024-02-26,BEV-013,STR-023,142,61,64,139,0
2024-02-26,BEV-013,STR-024,181,87,75,193,0
2024-02-26,BEV-013,STR-025,146,58,88,116,0
2024-02-26,BEV-013,STR-026,167,90,75,182,0
2024-02-26,BEV-013,STR-027,231,48,53,226,0
2024-02-26,BEV-013,STR-028,257,45,85,217,0
2024-02-26,BEV-013,STR-029,158,50,63,145,0
2024-02-26,BEV-013,STR-030,228,62,74,216,0
2024-02-26,BEV-014,STR-001,350,92,76,366,0
2024-02-26,BEV-014,STR-002,140,66,212,0,1
2024-02-26,BEV-014,STR-003,253,69,118,204,0
2024-02-26,BEV-014,STR-004,173,55,157,71,0
2024-02-26,BEV-014,STR-005,321,58,172,207,0
2024-02-26,BEV-014,STR-006,298,96,96,298,0
2024-02-26,BEV-014,STR-007,125,103,211,17,0
2024-02-26,BEV-014,STR-008,189,75,44,220,0
2024-02-26,BEV-014,STR-009,218,78,115,181,0
2024-02-26,BEV-014,STR-010,135,75,50,160,0
2024-02-26,BEV-014,STR-011,218,103,118,203,0
2024-02-26,BEV-014,STR-012,340,88,42,386,0
2024-02-26,BEV-014,STR-013,233,45,89,189,0
2024-02-26,BEV-014,STR-014,172,88,68,192,0
2024-02-26,BEV-014,STR-015,288,95,63,320,0
2024-02-26,BEV-014,STR-016,133,79,108,104,0
2024-02-26,BEV-014,STR-017,258,84,44,298,0
2024-02-26,BEV-014,STR-018,352,117,43,426,0
2024-02-26,BEV-014,STR-019,356,73,83,346,0
2024-02-26,BEV-014,STR-020,175,43,115,103,0
2024-02-26,BEV-014,STR-021,305,119,83,341,0
2024-02-26,BEV-014,STR-022,341,94,95,340,0
2024-02-26,BEV-014,STR-023,326,53,47,332,0
2024-02-26,BEV-014,STR-024,219,76,110,185,0
2024-02-26,BEV-014,STR-025,238,94,108,224,0
2024-02-26,BEV-014,STR-026,304,112,113,303,0
2024-02-26,BEV-014,STR-027,186,60,106,140,0
2024-02-26,BEV-014,STR-028,239,70,88,221,0
2024-02-26,BEV-014,STR-029,352,41,56,337,0
2024-02-26,BEV-014,STR-030,324,75,75,324,0
2024-02-26,BEV-015,STR-001,277,148,60,365,0
2024-02-26,BEV-015,STR-002,301,93,119,275,0
2024-02-26,BEV-015,STR-003,352,54,123,283,0
2024-02-26,BEV-015,STR-004,290,96,128,258,0
2024-02-26,BEV-015,STR-005,278,150,84,344,0
2024-02-26,BEV-015,STR-006,156,65,133,88,0
2024-02-26,BEV-015,STR-007,441,134,89,486,0
2024-02-26,BEV-015,STR-008,285,72,91,266,0
2024-02-26,BEV-015,STR-009,386,52,106,332,0
2024-02-26,BEV-015,STR-010,154,109,106,157,0
2024-02-26,BEV-015,STR-011,333,111,54,390,0
2024-02-26,BEV-015,STR-012,434,77,131,380,0
2024-02-26,BEV-015,STR-013,179,124,102,201,0
2024-02-26,BEV-015,STR-014,291,128,60,359,0
2024-02-26,BEV-015,STR-015,310,58,120,248,0
2024-02-26,BEV-015,STR-016,242,83,106,219,0
2024-02-26,BEV-015,STR-017,291,83,148,226,0
2024-02-26,BEV-015,STR-018,215,79,113,181,0
2024-02-26,BEV-015,STR-019,239,68,130,177,0
2024-02-26,BEV-015,STR-020,175,79,129,125,0
2024-02-26,BEV-015,STR-021,169,73,64,178,0
2024-02-26,BEV-015,STR-022,409,106,137,378,0
2024-02-26,BEV-015,STR-023,312,55,124,243,0
2024-02-26,BEV-015,STR-024,266,57,120,203,0
2024-02-26,BEV-015,STR-025,282,82,141,223,0
2024-02-26,BEV-015,STR-026,330,119,52,397,0
2024-02-26,BEV-015,STR-027,172,126,141,157,0
2024-02-26,BEV-015,STR-028,329,63,80,312,0
2024-02-26,BEV-015,STR-029,409,106,59,456,0
2024-02-26,BEV-015,STR-030,411,59,64,406,0
2024-03-04,BEV-001,STR-001,172,81,70,183,0
2024-03-04,BEV-001,STR-002,215,93,113,195,0
2024-03-04,BEV-001,STR-003,284,94,49,329,0
2024-03-04,BEV-001,STR-004,156,43,76,123,0
2024-03-04,BEV-001,STR-005,275,86,81,280,0
2024-03-04,BEV-001,STR-006,224,87,82,229,0
2024-03-04,BEV-001,STR-007,195,119,100,214,0
2024-03-04,BEV-001,STR-008,161,87,43,205,0
2024-03-04,BEV-001,STR-009,194,59,45,208,0
2024-03-04,BEV-001,STR-010,126,53,115,64,0
2024-03-04,BEV-001,STR-011,174,80,117,137,0
2024-03-04,BEV-001,STR-012,303,105,105,303,0
2024-03-04,BEV-001,STR-013,302,84,114,272,0
2024-03-04,BEV-001,STR-014,216,114,67,263,0
2024-03-04,BEV-001,STR-015,288,59,44,303,0
2024-03-04,BEV-001,STR-016,315,50,88,277,0
2024-03-04,BEV-001,STR-017,359,68,49,378,0
2024-03-04,BEV-001,STR-018,248,113,112,249,0
2024-03-04,BEV-001,STR-019,260,93,120,233,0
2024-03-04,BEV-001,STR-020,307,55,108,254,0
2024-03-04,BEV-001,STR-021,324,46,107,263,0
2024-03-04,BEV-001,STR-022,240,107,117,230,0
2024-03-04,BEV-001,STR-023,232,80,106,206,0
2024-03-04,BEV-001,STR-024,169,113,74,208,0
2024-03-04,BEV-001,STR-025,353,71,77,347,0
2024-03-04,BEV-001,STR-026,182,86,82,186,0
2024-03-04,BEV-001,STR-027,236,80,69,247,0
2024-03-04,BEV-001,STR-028,297,70,54,313,0
2024-03-04,BEV-001,STR-029,307,92,96,303,0
2024-03-04,BEV-001,STR-030,140,85,86,139,0
2024-03-04,BEV-002,STR-001,249,49,111,187,0
2024-03-04,BEV-002,STR-002,287,101,86,302,0
2024-03-04,BEV-002,STR-003,178,97,117,158,0
2024-03-04,BEV-002,STR-004,178,112,93,197,0
2024-03-04,BEV-002,STR-005,356,108,56,408,0
2024-03-04,BEV-002,STR-006,318,92,71,339,0
2024-03-04,BEV-002,STR-007,290,57,114,233,0
2024-03-04,BEV-002,STR-008,186,76,117,145,0
2024-03-04,BEV-002,STR-009,200,55,83,172,0
2024-03-04,BEV-002,STR-010,224,93,50,267,0
2024-03-04,BEV-002,STR-011,157,113,104,166,0
2024-03-04,BEV-002,STR-012,281,65,103,243,0
2024-03-04,BEV-002,STR-013,344,98,63,379,0
2024-03-04,BEV-002,STR-014,162,55,41,176,0
2024-03-04,BEV-002,STR-015,187,110,93,204,0
2024-03-04,BEV-002,STR-016,310,52,100,262,0
2024-03-04,BEV-002,STR-017,342,44,56,330,0
2024-03-04,BEV-002,STR-018,126,61,95,92,0
2024-03-04,BEV-002,STR-019,153,105,49,209,0
2024-03-04,BEV-002,STR-020,355,89,107,337,0
2024-03-04,BEV-002,STR-021,210,56,94,172,0
2024-03-04,BEV-002,STR-022,298,111,91,318,0
2024-03-04,BEV-002,STR-023,150,83,137,96,0
2024-03-04,BEV-002,STR-024,277,53,155,175,0
2024-03-04,BEV-002,STR-025,355,85,65,375,0
2024-03-04,BEV-002,STR-026,281,97,206,172,0
2024-03-04,BEV-002,STR-027,242,57,154,145,0
2024-03-04,BEV-002,STR-028,270,105,124,251,0
2024-03-04,BEV-002,STR-029,121,115,76,160,0
2024-03-04,BEV-002,STR-030,286,98,195,189,0
2024-03-04,BEV-003,STR-001,202,96,88,210,0
2024-03-04,BEV-003,STR-002,250,115,62,303,0
2024-03-04,BEV-003,STR-003,317,52,75,294,0
2024-03-04,BEV-003,STR-004,196,103,69,230,0
2024-03-04,BEV-003,STR-005,132,112,83,161,0
2024-03-04,BEV-003,STR-006,349,107,106,350,0
2024-03-04,BEV-003,STR-007,250,94,114,230,0
2024-03-04,BEV-003,STR-008,201,62,126,137,0
2024-03-04,BEV-003,STR-009,308,66,83,291,0
2024-03-04,BEV-003,STR-010,267,118,172,213,0
2024-03-04,BEV-003,STR-011,192,61,118,135,0
2024-03-04,BEV-003,STR-012,244,96,89,251,0
2024-03-04,BEV-003,STR-013,193,73,143,123,0
2024-03-04,BEV-003,STR-014,356,69,234,191,0
2024-03-04,BEV-003,STR-015,156,52,75,133,0
2024-03-04,BEV-003,STR-016,261,105,66,300,0
2024-03-04,BEV-003,STR-017,127,116,61,182,0
2024-03-04,BEV-003,STR-018,348,109,45,412,0
2024-03-04,BEV-003,STR-019,324,64,108,280,0
2024-03-04,BEV-003,STR-020,245,43,40,248,0
2024-03-04,BEV-003,STR-021,172,76,87,161,0
2024-03-04,BEV-003,STR-022,229,96,113,212,0
2024-03-04,BEV-003,STR-023,152,98,106,144,0
2024-03-04,BEV-003,STR-024,355,54,77,332,0
2024-03-04,BEV-003,STR-025,233,95,55,273,0
2024-03-04,BEV-003,STR-026,187,51,103,135,0
2024-03-04,BEV-003,STR-027,191,54,57,188,0
2024-03-04,BEV-003,STR-028,325,50,85,290,0
2024-03-04,BEV-003,STR-029,306,49,68,287,0
2024-03-04,BEV-003,STR-030,160,104,81,183,0
2024-03-04,BEV-004,STR-001,251,77,82,246,0
2024-03-04,BEV-004,STR-002,108,75,120,63,0
2024-03-04,BEV-004,STR-003,99,57,122,34,0
2024-03-04,BEV-004,STR-004,223,50,77,196,0
2024-03-04,BEV-004,STR-005,259,83,87,255,0
2024-03-04,BEV-004,STR-006,252,70,163,159,0
2024-03-04,BEV-004,STR-007,240,54,47,247,0
2024-03-04,BEV-004,STR-008,146,73,85,134,0
2024-03-04,BEV-004,STR-009,157,60,42,175,0
2024-03-04,BEV-004,STR-010,214,82,39,257,0
2024-03-04,BEV-004,STR-011,217,48,41,224,0
2024-03-04,BEV-004,STR-012,140,70,38,172,0
2024-03-04,BEV-004,STR-013,112,90,86,116,0
2024-03-04,BEV-004,STR-014,144,30,63,111,0
2024-03-04,BEV-004,STR-015,232,69,82,219,0
2024-03-04,BEV-004,STR-016,99,56,84,71,0
2024-03-04,BEV-004,STR-017,187,70,119,138,0
2024-03-04,BEV-004,STR-018,179,60,106,133,0
2024-03-04,BEV-004,STR-019,136,86,121,101,0
2024-03-04,BEV-004,STR-020,164,72,101,135,0
2024-03-04,BEV-004,STR-021,251,55,109,197,0
2024-03-04,BEV-004,STR-022,213,48,114,147,0
2024-03-04,BEV-004,STR-023,146,37,36,147,0
2024-03-04,BEV-004,STR-024,163,56,86,133,0
2024-03-04,BEV-004,STR-025,173,45,58,160,0
2024-03-04,BEV-004,STR-026,198,37,72,163,0
2024-03-04,BEV-004,STR-027,208,50,41,217,0
2024-03-04,BEV-004,STR-028,119,52,72,99,0
2024-03-04,BEV-004,STR-029,191,75,74,192,0
2024-03-04,BEV-004,STR-030,213,83,38,258,0
2024-03-04,BEV-005,STR-001,215,68,81,202,0
2024-03-04,BEV-005,STR-002,265,45,56,254,0
2024-03-04,BEV-005,STR-003,164,47,31,180,0
